track_id,album_id,album_title,artist_id,artist_name,track_date_recorded,track_genres,track_interest,track_number,track_title,artist_nacionality,track_price,artist_nacionality,track_price
14693,3426,JoCo Looks Back,4070,Jonathan Coulton,01/01/2008,Singer-Songwriter,13840,3,I Feel Fantastic,Italiano,1.36,Indiano,0.92
14695,3428,Dead Bees label sampler #8,4119,Sleep Talker,,Indie-Rock,1444,1,Niklaas Thinks Aloud,Mexicano,0.73,Canadiano,1.06
14696,3428,Dead Bees label sampler #8,4099,Useless Keys,,Indie-Rock,1357,2,White Noise,Mexicano,0.92,Espanhol,1.18
14698,3428,Dead Bees label sampler #8,4101,The Upsidedown,,Indie-Rock,1589,4,Black Rainbow,Indiano,1.35,Alemão,0.88
14699,3428,Dead Bees label sampler #8,4102,The Chemistry Set,,Indie-Rock,1165,5,Regarde Le Ciel,Russo,1.17,Mexicano,0.97
14700,3428,Dead Bees label sampler #8,4103,Vietnam Cowboy,,Indie-Rock,1516,6,Turn Me Back,Francês,0.96,Indiano,0.84
14701,3428,Dead Bees label sampler #8,4104,Cobson,,Indie-Rock,792,7,Blues for Hire,Russo,1.0,Australiano,0.91
14702,3428,Dead Bees label sampler #8,4105,Andrew Gleason,,Indie-Rock,1190,8,Soldier Song,Australiano,0.82,Americano,1.36
14703,3428,Dead Bees label sampler #8,4106,Dan Alfresco,,Indie-Rock,1105,9,Flying High,Inglês,0.92,Espanhol,1.2
14704,3428,Dead Bees label sampler #8,4109,The December Sound,,Indie-Rock,1883,11,Painkiller,Espanhol,1.21,Espanhol,0.85
14705,3428,Dead Bees label sampler #8,4107,Highway,,Indie-Rock,609,12,Last Things,Australiano,0.79,Alemão,1.13
14706,3428,Dead Bees label sampler #8,4110,Recife,,Indie-Rock,891,13,Doledrum,Chinês,1.0,Espanhol,1.18
14707,3428,Dead Bees label sampler #8,4108,The Stevenson Ranch Davidians,,Indie-Rock,1208,10,Stargazer,Brasileiro,1.22,Francês,0.89
14708,3428,Dead Bees label sampler #8,4111,Lower Heaven,,Indie-Rock,835,14,Knife,Brasileiro,1.21,Espanhol,0.91
14709,3428,Dead Bees label sampler #8,4112,Paul Dillon,,Indie-Rock,671,15,Cleaners,Inglês,0.92,Chinês,1.22
14710,3428,Dead Bees label sampler #8,4113,Alone in 1982,,Indie-Rock,796,16,Hate the Eight Knots,Mexicano,0.91,Alemão,0.93
14711,3428,Dead Bees label sampler #8,4114,Sebastien Duclos,,Indie-Rock,506,17,Razorblades (cyanoacrylate edit),Italiano,1.39,Francês,0.95
14712,3428,Dead Bees label sampler #8,4116,The Left Outsides,,Indie-Rock,3707,18,Unopened Letters,Espanhol,0.81,Português,1.06
14716,3429,Barriers,4118,pandoras.box,,Rock,327,1,A Moderate Breeze,Canadiano,1.0,Indiano,1.31
14717,3429,Barriers,4118,pandoras.box,,Rock,428,2,This Tenderness,Australiano,0.8,Português,1.37
14718,3429,Barriers,4118,pandoras.box,,Rock,434,3,Golden Spoon,Inglês,0.86,Canadiano,1.34
14719,3429,Barriers,4118,pandoras.box,,Rock,143,4,Arrows &amp,Americano,0.81,Espanhol,1.25
14721,3429,Barriers,4118,pandoras.box,,Rock,238,6,Dolphins &amp,Chinês,0.98,Chinês,1.15
14722,3429,Barriers,4118,pandoras.box,,Rock,144,7,Sight Unseen,Mexicano,0.75,Mexicano,1.2
14723,3429,Barriers,4118,pandoras.box,,Rock,294,8,I DonÂ´t Care,Alemão,1.21,Alemão,1.26
14724,3429,Barriers,4118,pandoras.box,,Rock,150,9,City Cultures,Japonês,1.23,Australiano,0.94
14725,3429,Barriers,4118,pandoras.box,,Rock,145,10,Chaos Back,Espanhol,0.7,Russo,1.24
14726,3429,Barriers,4118,pandoras.box,,Rock,131,11,You,Francês,1.15,Inglês,0.82
14727,3429,Barriers,4118,pandoras.box,,Rock,129,12,Interlude,Italiano,0.94,Canadiano,0.95
14728,3429,Barriers,4118,pandoras.box,,Rock,161,13,Virtual Sun,Português,1.09,Italiano,1.08
14729,3429,Barriers,4118,pandoras.box,,Rock,138,14,Minerals,Chinês,0.89,Russo,0.77
14730,3429,Barriers,4118,pandoras.box,,Rock,164,5,Next To Mine,Mexicano,1.12,Canadiano,0.77
14732,3428,Dead Bees label sampler #8,4115,The Koolaid Electric Company,,Indie-Rock,722,19,Traumalo,Português,1.2,Francês,1.2
14746,3431,Motor,3913,Vate,,Electro-Punk,1423,1,Motor (VersiÃ³n 2001),Australiano,1.02,Inglês,0.76
14747,3431,Motor,3913,Vate,,Electro-Punk,1712,2,Parabellum,Inglês,0.92,Brasileiro,1.06
14748,3431,Motor,3913,Vate,,Electro-Punk,1254,3,Noble Enemy (Mix por Vate),Francês,0.8,Australiano,1.22
14749,3431,Motor,3913,Vate,,Electro-Punk,1702,4,PC Music (Version Laptop),Australiano,1.25,Espanhol,0.87
14750,3431,Motor,3913,Vate,,Electro-Punk,1696,5,Motor (Remix por Minuit),Francês,1.11,Alemão,1.12
14752,3431,Motor,3913,Vate,,Electro-Punk,2253,6,Motor (Intro u Outro Mix por Minuit),Português,0.92,Espanhol,1.25
14759,3433,Live in Tallinn,4122,Violet,,Electroacoustic,131,1,Live in Tallinn,Indiano,1.37,Americano,1.38
14760,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,810,13,Dum-Dum,Chinês,0.87,Russo,1.28
14761,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,950,1,Monsterpussy,Russo,1.18,Alemão,0.95
14762,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,686,2,The Day I Was A Horse,Alemão,1.03,Italiano,1.07
14763,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,840,3,Molly's Lips,Canadiano,1.38,Italiano,1.2
14764,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,530,4,Oliver Twisted,Brasileiro,1.2,Australiano,1.06
14765,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,742,5,Jesus Don't Want Me For A Sunbeam,Russo,1.25,Canadiano,0.86
14766,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,748,6,Lovecraft,Indiano,0.98,Brasileiro,1.24
14767,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,522,7,Slushy,Americano,1.28,Canadiano,1.23
14768,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,454,8,No Hope,Inglês,0.77,Inglês,1.04
14769,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,573,9,Sex Sux,Espanhol,1.0,Português,1.12
14770,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,466,10,Dying For It,Chinês,1.04,Australiano,1.27
14771,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,499,11,Rory Rides Me Raw,Canadiano,0.97,Canadiano,1.21
14772,3434,Live at Primavera Sound Festival 5/28/2009,4123,The Vaselines,5/28/2009,Indie-Rock,549,12,You Think You're A Man,Português,0.89,Italiano,0.94
14773,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Electronic,2123,11,Silence Like the Wind,Brasileiro,0.83,Italiano,1.4
14774,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Banter,3897,1,(intro),Japonês,1.13,Russo,0.76
14775,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Electronic,3040,2,Get Older,Italiano,0.98,Mexicano,1.27
14776,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Electronic,2244,3,Red F,Brasileiro,1.29,Francês,1.06
14777,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Banter,2218,4,(banter / ladder),Americano,0.95,Inglês,0.81
14778,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Electronic,2880,5,Woof Woof,Russo,1.26,Inglês,0.76
14779,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Banter,2452,6,(banter),Português,1.3,Canadiano,1.16
14780,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Electronic,3187,7,Of the Mountains,Inglês,1.05,Chinês,1.02
14781,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Banter,4819,8,(tunnel instructions),Espanhol,1.06,Indiano,1.12
14782,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Electronic,1545,9,Baltihorse,Russo,0.79,Americano,1.05
14783,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Electronic,3072,10,Crystal Cat,Canadiano,1.08,Russo,0.96
14784,3436,Live from Primavera Sound 2009 on WFMU,244,Ponytail,5/28/2009,Experimental,204,0,Live at Primavera 5/29/2009,Indiano,0.79,Russo,1.2
14785,3435,Live at Primavera Sound 2009 on WFMU,1647,Dan Deacon,,Interview,1229,100,interview with Brian Turner,Espanhol,1.05,Mexicano,1.12
14786,3437,Split cassette with Holy Cobras,4124,Grand Trine,,Lo-Fi,778,3,Diamond Body Sunrise,Francês,0.74,Indiano,0.89
14787,3437,Split cassette with Holy Cobras,4124,Grand Trine,,Lo-Fi,1275,2,Monochromatic Youth,Alemão,1.05,Francês,1.04
14788,3438,Free All Psychic Centers,4124,Grand Trine,,Lo-Fi,1399,6,Saturn,Americano,1.15,Francês,1.01
14791,3439,Philly Time!,4125,Fidget,,Techno,673,1,bucket of fun,Italiano,1.34,Brasileiro,1.29
14792,3439,Philly Time!,4127,tleilaxu,,Techno,634,2,mobilize,Português,0.88,Chinês,1.35
14793,3439,Philly Time!,4128,miskate,,Techno,635,3,wizards are lucky (diss0nance remix),Chinês,1.33,Russo,0.89
14794,3439,Philly Time!,4129,nigel richards,,Techno,1728,4,do it 4 the devil,Chinês,1.18,Chinês,0.78
14795,3439,Philly Time!,2223,Pink Skull,,Techno,929,5,choco taco,Chinês,0.83,Canadiano,1.3
14796,3439,Philly Time!,4130,kilowatts,,Techno,1177,6,luna rd,Canadiano,1.35,Francês,1.18
14797,3439,Philly Time!,4131,someone else,,Techno,608,7,goofball (jamie morris remix),Italiano,1.24,Mexicano,0.88
14798,3439,Philly Time!,680,Duran Duran Duran,,Techno,1352,8,minimal brain power,Espanhol,0.9,Brasileiro,0.99
14799,3439,Philly Time!,4132,accidentally,,Techno,1067,9,onoyoko,Italiano,1.38,Alemão,0.86
14800,3439,Philly Time!,4128,miskate,,Techno,808,10,zuni lullaby (robmall remix),Brasileiro,1.29,Francês,0.79
14801,3439,Philly Time!,4133,city rain,,Techno,3097,11,poker face,Alemão,1.39,Italiano,1.24
14802,3439,Philly Time!,4134,king britt presents scuba,,Techno,2090,12,Scuba - Spring,Espanhol,1.31,Japonês,1.27
14803,3439,Philly Time!,4135,starkey,,Techno,3666,13,time,Italiano,1.2,Italiano,0.71
14804,3440,Justice EP,4126,Fuck Buddies,,Synth Pop,4041,1,Justice,Japonês,0.92,Português,1.4
14805,3440,Justice EP,4126,Fuck Buddies,,Synth Pop,4260,2,Not So Awkward,Brasileiro,0.91,Indiano,1.16
14807,3440,Justice EP,4126,Fuck Buddies,,Synth Pop,3880,4,Will You Be Here for Me (version),Australiano,1.22,Canadiano,1.27
14808,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,1508,0,A Good Man,Mexicano,1.07,Canadiano,0.71
14809,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,2532,0,The New Year,Francês,0.83,Brasileiro,1.03
14810,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,607,0,The Darkest Regions,Inglês,1.05,Francês,1.27
14811,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,641,0,Stacks,Português,0.83,Canadiano,1.14
14812,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,1604,0,Boats,Russo,0.77,Italiano,1.37
14813,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,516,0,LEN,Americano,0.86,Australiano,1.05
14814,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,607,0,Burials,Canadiano,1.27,Japonês,0.78
14815,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,599,0,Zhang Yaoyi,Indiano,0.74,Inglês,1.24
14816,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,1233,0,A Secret,Inglês,1.08,Indiano,1.06
14817,3442,Burials,4114,Sebastien Duclos,,Singer-Songwriter,617,0,Bombs,Indiano,1.15,Brasileiro,1.1
14818,3443,whatwhat?,4136,David Last,,Techno,786,1,animal hybrids,Russo,0.85,Japonês,0.83
14819,3443,whatwhat?,4136,David Last,,Techno,534,2,where it falls,Japonês,1.38,Indiano,0.91
14820,3443,whatwhat?,4136,David Last,,Techno,2265,3,sporty ankles,Inglês,0.75,Inglês,1.2
14821,3443,whatwhat?,4136,David Last,,Techno,457,4,where it falls (so inagawa remix),Francês,1.31,Canadiano,1.38
14822,3443,whatwhat?,4136,David Last,,Techno,1831,5,sporty ankles (ditch remix),Brasileiro,1.03,Canadiano,0.93
14824,3444,Only a Plant Can Help Me,4137,marcoerre,,Techno,588,1,observer your health,Mexicano,0.89,Francês,1.23
14827,3444,Only a Plant Can Help Me,4137,marcoerre,,Techno,491,4,cipolla,Italiano,1.06,Português,0.99
14858,3444,Only a Plant Can Help Me,4137,marcoerre,,Techno,540,2,all in a mandarin,Americano,0.76,Italiano,1.19
14859,3444,Only a Plant Can Help Me,4137,marcoerre,,Techno,557,3,your divine side,Canadiano,1.39,Inglês,1.26
14862,3446,Aires Buenos,4139,omar salgado,,Techno,802,3,asterisco,Indiano,1.29,Alemão,0.75
14863,3446,Aires Buenos,4140,violett,,Techno,2793,4,ukelele (seph remix),Italiano,1.05,Inglês,1.16
14866,3446,Aires Buenos,4145,dilo,,Techno,645,7,992,Canadiano,1.34,Francês,1.11
14867,3446,Aires Buenos,4139,omar salgado,,Techno,848,8,petalos,Italiano,1.25,Indiano,1.33
14868,3446,Aires Buenos,4146,seph,,Techno,979,9,downstairs,Inglês,0.76,Australiano,0.98
14869,3446,Aires Buenos,4140,violett,,Techno,6833,10,ukelele,Espanhol,1.01,Português,0.98
14870,3446,Aires Buenos,4145,dilo,,Techno,595,11,mis ranitas,Espanhol,0.97,Inglês,0.78
14871,3446,Aires Buenos,4146,seph,,Techno,999,2,void,Francês,1.18,Japonês,0.82
14874,3448,It's Getting Cold Outside,4143,Ezekiel Honig,,Techno,665,1,under the covers,Italiano,0.77,Português,0.96
14876,3448,It's Getting Cold Outside,4143,Ezekiel Honig,,Techno,6212,3,diskette storage,Mexicano,1.15,Canadiano,1.05
14877,3448,It's Getting Cold Outside,4143,Ezekiel Honig,,Techno,449,4,under the covers (someone else remix),Italiano,1.34,Alemão,1.01
14879,3446,Aires Buenos,4138,Gurtz,,Techno,789,5,paseo por el bosque,Alemão,0.75,Americano,0.8
14882,3450,Been A Long Time,2789,Rico Bell,,,182,4,Been A Long Time,Brasileiro,1.02,Francês,0.89
14886,3452,Just Like Home,2791,The Blacks,,,107,3,Fake Out Jesus,Francês,1.13,Espanhol,1.3
14887,3452,Just Like Home,2791,The Blacks,,,124,11,Foggy Minded Breakdown,Indiano,1.03,Chinês,1.14
14888,3453,More Miles Than Money,2800,Alejandro Escovedo,,Americana,1957,7,Broken Bottle,Russo,1.28,Português,1.09
14889,3453,More Miles Than Money,2800,Alejandro Escovedo,,Americana,2273,5,One More Time,Espanhol,0.75,Mexicano,1.26
14890,3454,Bourbonitis Blues,2800,Alejandro Escovedo,,Americana,2086,6,Everybody Loves Me,Português,1.06,Japonês,0.78
14891,3454,Bourbonitis Blues,2800,Alejandro Escovedo,,Americana,2690,1,I Was Drunk,Russo,1.25,Americano,1.02
14892,3455,A Man Under The Influence,2800,Alejandro Escovedo,,Americana,2146,2,Rosalie,Mexicano,1.03,Australiano,0.96
14893,3455,A Man Under The Influence,2800,Alejandro Escovedo,,,1955,9,Velvet Guitar,Francês,0.72,Chinês,1.31
14895,3457,New City of Sin,2803,Grievous Angels,,,245,2,Carolina Bound,Chinês,0.76,Chinês,1.32
14896,3457,New City of Sin,2803,Grievous Angels,,,184,6,Home Sick Home,Brasileiro,0.8,Italiano,0.88
14897,3458,Miles on the Rail,2803,Grievous Angels,,,221,1,Seven Engines,Italiano,1.35,Japonês,0.74
14898,3459,Forever Always Ends,2806,Rex Hobart &amp,,,,,,Italiano,1.33,Inglês,0.85
14899,3459,Forever Always Ends,2806,Rex Hobart &amp,,,,,,Mexicano,1.01,Japonês,1.21
14900,3460,The Spectacular Sadness Of...,2806,Rex Hobart &amp,,,,,,Italiano,0.87,Indiano,0.95
14901,3460,The Spectacular Sadness Of...,2806,Rex Hobart &amp,,,,,,Inglês,0.94,Canadiano,0.85
14902,3461,Your Favorite Fool,2806,Rex Hobart &amp,,,,,,Italiano,0.74,Francês,1.19
14906,3463,Empty House,2806,Rex Hobart &amp,,,,,,Francês,1.33,Chinês,1.35
14907,3464,Rivers Roll On By,3892,Jim and Jennie and The Pinetops,,Americana,3553,2,Mt. St Helens,Italiano,1.13,Mexicano,1.32
14908,3464,Rivers Roll On By,3892,Jim and Jennie and The Pinetops,,Americana,4808,6,Quit Barking at Me,Francês,1.15,Alemão,1.29
14909,3448,It's Getting Cold Outside,4143,Ezekiel Honig,,Techno,701,2,the breeze of hibernation,Italiano,1.39,Australiano,1.06
14915,3465,Beneath the Country Underdog,4162,Kelly Hogan &amp,,,,,,Alemão,1.3,Português,0.99
14916,3465,Beneath the Country Underdog,4162,Kelly Hogan &amp,,,,,,Indiano,1.11,Canadiano,0.98
14918,3466,Disappointment,4161,Monta,,Techno,2069,2,disappointment (butane's 90210 rmx),Russo,0.78,Mexicano,0.7
14920,3466,Disappointment,4161,Monta,,Techno,2409,4,disappointment (ezekiel honig's rmx),Australiano,1.39,Espanhol,1.06
14921,3466,Disappointment,4161,Monta,,Techno,1888,5,disappointment (miguel tutera's rmx),Chinês,1.22,Francês,1.1
14922,3466,Disappointment,4161,Monta,,Techno,621,6,disappointment,Espanhol,0.71,Inglês,1.16
14935,3467,Because It Feels Good,2807,Kelly Hogan,,Singer-Songwriter,787,3,Strayed,Americano,1.2,Brasileiro,0.99
14941,3468,Sweet in the Pants,2813,The Meat Purveyors,,Americana,1295,2,100 Miles,Italiano,1.12,Australiano,1.15
14942,3468,Sweet in the Pants,2813,The Meat Purveyors,,Americana,867,0,Muleskinner,Canadiano,0.75,Francês,0.93
14944,3466,Disappointment,4161,Monta,,Techno,1887,3,disappointment (fusiphorm's rmx),Americano,0.85,Americano,1.26
14945,3469,Bits for Dirty Minds and Places,4164,Dapayk Solo,,Techno,1991,1,right here,Francês,1.21,Inglês,0.75
14946,3469,Bits for Dirty Minds and Places,4164,Dapayk Solo,,Techno,1021,2,chibi,Australiano,1.05,Americano,1.39
14948,3469,Bits for Dirty Minds and Places,4164,Dapayk Solo,,Techno,816,4,christel,Chinês,0.8,Japonês,1.16
14949,3469,Bits for Dirty Minds and Places,4164,Dapayk Solo,,Techno,1405,5,shiver,Australiano,0.96,Português,1.11
14952,3470,More Songs About Buildings And Cows,2813,The Meat Purveyors,,Americana,1431,9,More Man,Canadiano,1.32,Canadiano,0.82
14953,3470,More Songs About Buildings And Cows,2813,The Meat Purveyors,,,726,1,Tallboy,Japonês,1.36,Indiano,1.34
14954,3471,All Relationships are Doomed to Fail,2813,The Meat Purveyors,,Americana,3340,6,Circus Clown,Russo,0.91,Francês,1.34
14955,3471,All Relationships are Doomed to Fail,2813,The Meat Purveyors,,Americana,1531,1,Hey Little Sister,Indiano,1.22,Americano,0.86
14956,3472,Pain By Numbers,2813,The Meat Purveyors,,Americana,1009,1,TMP Smackdown,Americano,1.0,Inglês,0.98
14957,3472,Pain By Numbers,2813,The Meat Purveyors,,Americana,6396,2,How Can I Be So Thirsty Today?,Francês,0.89,Brasileiro,1.12
14958,3473,Someday Soon Things Will Be Much Worse!,2813,The Meat Purveyors,,Americana,1004,12,Hanged Man,Russo,0.76,Espanhol,1.11
14959,3473,Someday Soon Things Will Be Much Worse!,2813,The Meat Purveyors,,Americana,1080,2,Look On Your Face,Espanhol,1.1,Canadiano,0.84
14960,3466,Disappointment,4161,Monta,,Techno,1687,1,Disappointment (Dissonance's Deconstruction rmx),Indiano,1.26,Russo,0.72
14961,3469,Bits for Dirty Minds and Places,4164,Dapayk Solo,,Techno,921,3,50mann50hz,Português,1.03,Indiano,0.98
14964,3474,Pecadores,2814,Moonshine Willy,,Americana,2377,2,18 Wheels,Japonês,0.99,Japonês,0.8
14967,3476,Bold Displays of Imperfection,2814,Moonshine Willy,,Americana,1197,9,Sky Above Me,Americano,1.39,Italiano,1.1
14968,3476,Bold Displays of Imperfection,2814,Moonshine Willy,,,532,12,Spaghetti,Indiano,1.35,Francês,0.98
14969,3477,Bastard Child,2814,Moonshine Willy,,Americana,1204,8,Bastard Child,Indiano,1.28,Japonês,1.34
14970,3477,Bastard Child,2814,Moonshine Willy,,Americana,1735,4,Turn The Lights Down Low,Mexicano,0.9,Brasileiro,0.89
14971,3478,Cock A Doodle Don't,4165,Th' Legendary Shack Shakers,,Rockabilly,4751,3,Help Me From My Brain,Francês,0.72,Chinês,1.01
14972,3478,Cock A Doodle Don't,4165,Th' Legendary Shack Shakers,,Rockabilly,6239,1,Pinetree Boogie,Português,1.06,Português,1.35
14973,3479,Empty City,4166,Greenbeam &amp,,,,,,Francês,1.34,Chinês,1.31
14974,3479,Empty City,4166,Greenbeam &amp,,,,,,Mexicano,1.02,Indiano,1.0
14975,3479,Empty City,4166,Greenbeam &amp,,,,,,Chinês,1.13,Espanhol,1.39
14978,3481,Smelling Salts,2831,Trailer Bride,,Folk,1576,2,Wildness,Espanhol,1.13,Americano,0.9
14979,3481,Smelling Salts,2831,Trailer Bride,,Folk,3292,6,Graveyard,Inglês,0.93,Indiano,1.25
14990,3482,Whine de Lune,2831,Trailer Bride,,Folk,1748,11,Pasture,Americano,1.31,Chinês,0.83
14991,3482,Whine de Lune,2831,Trailer Bride,,Folk,1659,2,Too Many Snakes,Italiano,0.8,Português,1.37
14994,3483,Melbourne Macropus,4171,markojux,,Techno,500,3,monotreme,Francês,1.2,Canadiano,0.77
14995,3483,Melbourne Macropus,4172,lance harrison,,Techno,469,4,vegemite on toast,Alemão,0.72,Francês,1.33
14996,3483,Melbourne Macropus,4173,markojux &amp,,,,,,Mexicano,0.88,Chinês,0.77
14997,3483,Melbourne Macropus,4175,craig mcwhinney,,Techno,729,6,gold rush,Brasileiro,1.05,Australiano,0.98
14999,3484,High Seas,2831,Trailer Bride,,Folk,2079,2,High Seas,Americano,1.32,Alemão,0.79
15000,3484,High Seas,2831,Trailer Bride,,Folk,1974,4,Itchin' For You,Mexicano,0.96,Brasileiro,1.35
15001,3485,Hope is a Thing with Feathers,2831,Trailer Bride,,Folk,2627,2,Hope Is A Thing With Feathers,Francês,1.17,Inglês,0.88
15002,3479,Empty City,4166,Greenbeam &amp,,,,,,Australiano,0.99,Mexicano,0.74
15003,3485,Hope is a Thing with Feathers,2831,Trailer Bride,,Folk,3013,3,Skinny White Girl,Francês,1.38,Chinês,1.1
15010,3446,Aires Buenos,4138,Gurtz,,Techno,687,1,dect,Australiano,1.4,Francês,0.79
15011,3446,Aires Buenos,4160,barem + dilo,,Techno,559,6,igloo,Espanhol,1.16,Alemão,0.87
15022,3483,Melbourne Macropus,4176,stuart mckeown,,Techno,597,2,booze bus,Espanhol,0.89,Indiano,0.92
15023,3483,Melbourne Macropus,4177,paul agius,,Techno,1178,1,three steamed dim sims,Mexicano,1.32,Russo,0.81
15024,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,377,12,Flowers and Trees,Brasileiro,1.28,Indiano,1.36
15025,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,395,1,Boogie Man,Canadiano,1.3,Japonês,1.11
15026,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,323,2,Supernova,Português,1.05,Mexicano,0.92
15027,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,212,3,Later On That Night,Canadiano,0.81,Italiano,1.09
15028,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,415,4,Up To The Sky,Português,1.2,Chinês,1.22
15029,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,221,5,Horizon,Canadiano,1.14,Americano,0.8
15030,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,281,6,Castle Lights,Mexicano,1.37,Chinês,0.71
15031,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,190,7,Mir,Australiano,1.3,Indiano,1.39
15032,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,319,8,North by North,Russo,0.72,Português,1.01
15033,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,329,9,Afternoon In Bed,Espanhol,0.92,Mexicano,1.29
15034,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,164,10,Crimson Enemy,Japonês,0.74,Espanhol,0.74
15035,3491,Live at Primavera Sound 2009 on WFMU,4178,The Bats,5/28/2009,Rock,142,11,Countersign,Alemão,1.07,Inglês,1.3
15036,3576,Live at Issue Project Room 1/31/09,471,White Light,1/31/2009,Folk,7395,0,Slow Horse,Americano,0.88,Inglês,1.17
15037,3576,Live at Issue Project Room 1/31/09,4180,Cursillistas,,Psych-Folk,2476,0,Tennessee,Mexicano,1.32,Inglês,0.73
15043,2397,Instant Obvilian,2281,Bradbury,,Experimental,1899,1,Memory Lane,Indiano,0.72,Mexicano,1.28
15044,2397,Instant Obvilian,2281,Bradbury,,Experimental,1493,5,Nymphs + Shepards,Russo,0.9,Francês,1.05
15045,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,357,0,129,Chinês,0.7,Russo,1.24
15046,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,294,0,306,Português,0.86,Espanhol,1.23
15047,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,258,0,204,Chinês,0.83,Chinês,0.94
15048,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,265,0,54,Alemão,0.81,Italiano,1.06
15049,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,275,0,243,Alemão,0.8,Português,1.12
15050,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,270,0,226,Russo,0.81,Americano,0.92
15051,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,261,0,223,Canadiano,0.77,Americano,0.79
15052,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,254,0,37,Francês,1.14,Japonês,1.34
15053,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,270,0,200,Japonês,1.08,Australiano,0.81
15054,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,263,0,158,Espanhol,1.4,Mexicano,1.31
15055,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,251,0,59,Indiano,1.2,Australiano,0.73
15056,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,289,0,641,Americano,0.84,Português,1.01
15057,3494,Multiplying Real - Multicello,4181,Vladislav Makarov,,Improv,264,0,256,Inglês,0.97,Americano,0.93
